Customer_ID,Prefix,First_Name,Last_Name,Birth_Date,Marital_Status,Gender,Email_Address,Occupation,Full_Name,Customer_Priority,Birth_Year
11034,Mrs.,Ebony,Gonzalez,19/06/1947,M,F,ebony19@oz-store.com,Skilled Manual,Mrs. Ebony Gonzalez,Standard,1947
11035,,Wendy,Dominguez,24/02/1948,M,NA,wendy12@oz-store.com,Clerical, Wendy Dominguez,Standard,1948
11036,Ms.,Jennifer,Russell,18/12/1978,M,F,jennifer93@oz-store.com,Skilled Manual,Ms. Jennifer Russell,Standard,1978
11037,Ms.,Chloe,Garcia,27/11/1977,S,F,chloe27@oz-store.com,Clerical,Ms. Chloe Garcia,Standard,1977
11038,Mrs.,Diana,Hernandez,23/03/1948,M,F,diana2@oz-store.com,Clerical,Mrs. Diana Hernandez,Standard,1948
11039,Mr.,Marc,Martin,17/12/1948,M,M,marc3@oz-store.com,Clerical,Mr. Marc Martin,Standard,1948
11040,Mr.,Jesse,Murphy,1/08/1977,M,M,jesse15@oz-store.com,Skilled Manual,Mr. Jesse Murphy,Standard,1977
11041,Ms.,Amanda,Carter,16/10/1977,M,F,amanda53@oz-store.com,Skilled Manual,Ms. Amanda Carter,Standard,1977
11042,Ms.,Megan,Sanchez,13/06/1977,M,F,megan28@oz-store.com,Skilled Manual,Ms. Megan Sanchez,Standard,1977
11043,Mr.,Nathan,Simmons,24/02/1976,M,M,nathan11@oz-store.com,Skilled Manual,Mr. Nathan Simmons,Standard,1976
11044,Mr.,Adam,Flores,24/05/1949,M,M,adam10@oz-store.com,Clerical,Mr. Adam Flores,Standard,1949
11045,Mr.,Leonard,Nara,19/05/1950,S,M,leonard18@oz-store.com,Skilled Manual,Mr. Leonard Nara,Standard,1950
11046,Mrs.,Christine,Yuan,22/03/1950,M,F,christine4@oz-store.com,Skilled Manual,Mrs. Christine Yuan,Standard,1950
11047,Mrs.,Jaclyn,Lu,27/02/1950,M,F,jaclyn12@oz-store.com,Skilled Manual,Mrs. Jaclyn Lu,Standard,1950
11048,Mr.,Jeremy,Powell,22/11/1950,M,M,jeremy26@oz-store.com,Skilled Manual,Mr. Jeremy Powell,Standard,1950
11049,Ms.,Carol,Rai,18/07/1980,S,F,carol8@oz-store.com,Clerical,Ms. Carol Rai,Standard,1980
11050,Mr.,Alan,Zheng,7/09/1951,M,M,alan23@oz-store.com,Skilled Manual,Mr. Alan Zheng,Standard,1951
11051,Mr.,Daniel,Johnson,4/08/1951,S,M,daniel18@oz-store.com,Skilled Manual,Mr. Daniel Johnson,Standard,1951
11052,Mrs.,Heidi,Lopez,7/08/1951,S,F,heidi19@oz-store.com,Clerical,Mrs. Heidi Lopez,Standard,1951
11053,Ms.,Ana,Price,20/08/1980,M,F,ana0@oz-store.com,Skilled Manual,Ms. Ana Price,Standard,1980
11054,Mrs.,Deanna,Munoz,10/03/1952,M,F,deanna33@oz-store.com,Skilled Manual,Mrs. Deanna Munoz,Standard,1952
11055,Mr.,Gilbert,Raje,5/03/1952,M,M,gilbert35@oz-store.com,Skilled Manual,Mr. Gilbert Raje,Standard,1952
11056,Mrs.,Michele,Nath,3/04/1953,M,F,michele19@oz-store.com,Skilled Manual,Mrs. Michele Nath,Standard,1953
11057,Mr.,Carl,Andersen,12/10/1953,M,M,carl12@oz-store.com,Management,Mr. Carl Andersen,Standard,1953
11058,Mr.,Marc,Diaz,27/04/1954,M,M,marc6@oz-store.com,Skilled Manual,Mr. Marc Diaz,Standard,1954
11059,Mrs.,Ashlee,Andersen,1/04/1954,S,F,ashlee19@oz-store.com,Skilled Manual,Mrs. Ashlee Andersen,Standard,1954
11060,Mr.,Jon,Zhou,17/03/1954,M,M,jon28@oz-store.com,Skilled Manual,Mr. Jon Zhou,Standard,1954
11061,Mr.,Todd,Gao,27/02/1954,M,M,todd14@oz-store.com,Skilled Manual,Mr. Todd Gao,Standard,1954
11062,Mr.,Noah,Powell,2/09/1975,M,M,noah5@oz-store.com,Skilled Manual,Mr. Noah Powell,Standard,1975
11063,Ms.,Angela,Murphy,7/04/1975,S,F,angela41@oz-store.com,Skilled Manual,Ms. Angela Murphy,Standard,1975
11064,Mr.,Chase,Reed,7/12/1975,M,M,chase21@oz-store.com,Skilled Manual,Mr. Chase Reed,Standard,1975
11065,Ms.,Jessica,Henderson,9/10/1973,M,F,jessica29@oz-store.com,Skilled Manual,Ms. Jessica Henderson,Standard,1973
11066,Ms.,Grace,Butler,27/11/1973,M,F,grace62@oz-store.com,Professional,Ms. Grace Butler,Standard,1973
11067,Mr.,Caleb,Carter,25/09/1976,S,M,caleb40@oz-store.com,Professional,Mr. Caleb Carter,Standard,1976
11068,Mrs.,Tiffany,Liang,23/09/1955,S,F,tiffany17@oz-store.com,Skilled Manual,Mrs. Tiffany Liang,Standard,1955
11069,Mrs.,Carolyn,Navarro,21/09/1955,S,F,carolyn30@oz-store.com,Skilled Manual,Mrs. Carolyn Navarro,Standard,1955
11070,Mr.,Willie,Raji,5/04/1955,M,M,willie40@oz-store.com,Skilled Manual,Mr. Willie Raji,Standard,1955
11071,Mrs.,Linda,Serrano,26/06/1955,S,F,linda31@oz-store.com,Skilled Manual,Mrs. Linda Serrano,Standard,1955
11072,Mrs.,Casey,Luo,6/02/1955,S,F,casey6@oz-store.com,Skilled Manual,Mrs. Casey Luo,Standard,1955
11073,Mrs.,Amy,Ye,14/08/1956,S,F,amy16@oz-store.com,Skilled Manual,Mrs. Amy Ye,Standard,1956
11074,Mr.,Levi,Arun,28/08/1956,S,M,levi6@oz-store.com,Skilled Manual,Mr. Levi Arun,Standard,1956
11075,Mrs.,Felicia,Jimenez,16/11/1957,S,F,felicia4@oz-store.com,Professional,Mrs. Felicia Jimenez,Standard,1957
11076,Mr.,Blake,Anderson,13/07/1957,S,M,blake9@oz-store.com,Professional,Mr. Blake Anderson,Standard,1957
11077,Mrs.,Leah,Ye,19/09/1957,S,F,leah7@oz-store.com,Professional,Mrs. Leah Ye,Standard,1957
11078,Ms.,Gina,Martin,10/01/1974,S,F,gina1@oz-store.com,Professional,Ms. Gina Martin,Standard,1974
11079,Mr.,Donald,Gonzalez,11/03/1959,S,M,donald20@oz-store.com,Management,Mr. Donald Gonzalez,Standard,1959
11080,Mr.,Damien,Chander,17/07/1959,M,M,damien32@oz-store.com,Management,Mr. Damien Chander,Standard,1959
11081,Mrs.,Savannah,Baker,24/07/1966,M,F,savannah39@oz-store.com,Management,Mrs. Savannah Baker,Priority,1966
11082,,Angela,Butler,4/08/1966,S,NA,angela17@oz-store.com,Management, Angela Butler,Standard,1966
11083,Ms.,Alyssa,Cox,15/03/1966,M,F,alyssa37@oz-store.com,Management,Ms. Alyssa Cox,Standard,1966
11084,Mr.,Lucas,Phillips,12/09/1957,S,M,lucas7@oz-store.com,Skilled Manual,Mr. Lucas Phillips,Standard,1957
11085,Mrs.,Emily,Johnson,19/07/1957,S,F,emily1@oz-store.com,Professional,Mrs. Emily Johnson,Standard,1957
11086,Mr.,Ryan,Brown,23/12/1957,M,M,ryan43@oz-store.com,Professional,Mr. Ryan Brown,Standard,1957
11087,Mrs.,Tamara,Liang,3/10/1957,M,F,tamara6@oz-store.com,Professional,Mrs. Tamara Liang,Standard,1957
11089,Mrs.,Abigail,Price,5/02/1957,S,F,abigail25@oz-store.com,Management,Mrs. Abigail Price,Standard,1957
11090,Mr.,Trevor,Bryant,17/12/1957,S,M,trevor18@oz-store.com,Professional,Mr. Trevor Bryant,Standard,1957
11091,Mr.,Dalton,Perez,4/04/1957,M,M,dalton37@oz-store.com,Professional,Mr. Dalton Perez,Standard,1957
11092,Mrs.,Cheryl,Diaz,6/05/1967,M,F,cheryl4@oz-store.com,Professional,Mrs. Cheryl Diaz,Standard,1967
11093,Ms.,Aimee,He,10/09/1967,M,F,aimee13@oz-store.com,Management,Ms. Aimee He,Standard,1967
11094,Mr.,Cedric,Ma,1/04/1962,S,M,cedric15@oz-store.com,Skilled Manual,Mr. Cedric Ma,Standard,1962
11095,Mr.,Chad,Kumar,1/09/1962,S,M,chad9@oz-store.com,Skilled Manual,Mr. Chad Kumar,Standard,1962
11096,Mr.,Andrés,Anand,10/08/1962,M,M,andrés18@oz-store.com,Professional,Mr. Andrés Anand,Standard,1962
11097,Mr.,Edwin,Nara,27/10/1961,M,M,edwin39@oz-store.com,Skilled Manual,Mr. Edwin Nara,Standard,1961
11098,Mrs.,Mallory,Rubio,1/05/1961,S,F,mallory7@oz-store.com,Skilled Manual,Mrs. Mallory Rubio,Standard,1961
11099,Mr.,Adam,Ross,8/03/1961,M,M,adam2@oz-store.com,Professional,Mr. Adam Ross,Standard,1961
11100,Mrs.,Latasha,Navarro,15/09/1960,S,F,latasha10@oz-store.com,Skilled Manual,Mrs. Latasha Navarro,Standard,1960
11101,Ms.,Abby,Sai,8/05/1965,S,F,abby4@oz-store.com,Professional,Ms. Abby Sai,Standard,1965
11102,Mrs.,Julia,Nelson,21/04/1965,S,F,julia7@oz-store.com,Professional,Mrs. Julia Nelson,Standard,1965
11103,Ms.,Cassie,Chande,17/10/1964,S,F,cassie13@oz-store.com,Professional,Ms. Cassie Chande,Standard,1964
11104,Mr.,Edgar,Sara,11/03/1964,M,M,edgar11@oz-store.com,Professional,Mr. Edgar Sara,Standard,1964
11105,Ms.,Candace,Fernandez,28/12/1964,S,F,candace15@oz-store.com,Professional,Ms. Candace Fernandez,Standard,1964
11106,Mr.,Jessie,Liu,11/09/1964,S,M,jessie9@oz-store.com,Professional,Mr. Jessie Liu,Standard,1964
11107,Mrs.,Bianca,Lin,9/09/1959,M,F,bianca7@oz-store.com,Professional,Mrs. Bianca Lin,Standard,1959
11108,Ms.,Kari,Alvarez,14/07/1963,S,F,kari25@oz-store.com,Professional,Ms. Kari Alvarez,Standard,1963
11109,Mr.,Ruben,Kapoor,5/11/1963,S,M,ruben1@oz-store.com,Professional,Mr. Ruben Kapoor,Standard,1963
11110,Mr.,Curtis,Yang,6/06/1962,M,M,curtis5@oz-store.com,Skilled Manual,Mr. Curtis Yang,Standard,1962
11111,Mrs.,Meredith,Gutierrez,23/02/1962,M,F,meredith34@oz-store.com,Skilled Manual,Mrs. Meredith Gutierrez,Standard,1962
11112,Mrs.,Crystal,Wang,9/09/1962,M,F,crystal3@oz-store.com,Skilled Manual,Mrs. Crystal Wang,Standard,1962
11113,Mr.,Micheal,Blanco,21/02/1962,M,M,micheal11@oz-store.com,Professional,Mr. Micheal Blanco,Standard,1962
11114,Mrs.,Leslie,Moreno,28/05/1962,S,F,leslie7@oz-store.com,Skilled Manual,Mrs. Leslie Moreno,Standard,1962
11115,Mr.,Alvin,Cai,12/02/1962,M,M,alvin20@oz-store.com,Skilled Manual,Mr. Alvin Cai,Standard,1962
11116,Mr.,Clinton,Carlson,7/10/1962,M,M,clinton14@oz-store.com,Skilled Manual,Mr. Clinton Carlson,Standard,1962
11117,Mrs.,April,Deng,21/02/1961,M,F,april1@oz-store.com,Skilled Manual,Mrs. April Deng,Standard,1961
11118,Mr.,Alvin,Zeng,3/07/1957,S,M,alvin21@oz-store.com,Skilled Manual,Mr. Alvin Zeng,Standard,1957
11119,Mr.,Evan,James,10/04/1935,S,M,evan8@oz-store.com,Clerical,Mr. Evan James,Standard,1935
11121,Mr.,Orlando,Suarez,18/11/1960,M,M,orlando19@oz-store.com,Skilled Manual,Mr. Orlando Suarez,Standard,1960
11122,Mr.,Byron,Vazquez,2/04/1960,M,M,byron9@oz-store.com,Skilled Manual,Mr. Byron Vazquez,Standard,1960
11123,Mr.,Philip,Alvarez,20/06/1960,M,M,philip4@oz-store.com,Skilled Manual,Mr. Philip Alvarez,Standard,1960
11124,Mr.,Ross,Jordan,27/07/1957,S,M,ross1@oz-store.com,Skilled Manual,Mr. Ross Jordan,Standard,1957
11125,Mrs.,Dana,Navarro,8/04/1956,S,F,dana2@oz-store.com,Skilled Manual,Mrs. Dana Navarro,Standard,1956
11126,Mr.,Shaun,Carson,7/04/1949,M,M,shaun16@oz-store.com,Skilled Manual,Mr. Shaun Carson,Standard,1949
11127,Ms.,Jan,Edwards,21/10/1975,M,F,jan11@oz-store.com,Skilled Manual,Ms. Jan Edwards,Standard,1975
11128,Ms.,Samantha,Long,5/12/1975,M,F,samantha35@oz-store.com,Skilled Manual,Ms. Samantha Long,Standard,1975
11129,Ms.,Julia,Wright,5/08/1975,S,F,julia17@oz-store.com,Skilled Manual,Ms. Julia Wright,Standard,1975
11130,Ms.,Caroline,Russell,6/01/1980,M,F,caroline21@oz-store.com,Skilled Manual,Ms. Caroline Russell,Standard,1980
11131,Ms.,Amanda,Rivera,12/03/1980,M,F,amanda7@oz-store.com,Skilled Manual,Ms. Amanda Rivera,Standard,1980
11132,Ms.,Melissa,Richardson,26/10/1980,S,F,melissa31@oz-store.com,Skilled Manual,Ms. Melissa Richardson,Standard,1980
11133,Ms.,Angela,Griffin,8/09/1980,S,F,angela23@oz-store.com,Clerical,Ms. Angela Griffin,Standard,1980
11134,Mr.,Larry,Townsend,26/02/1946,S,M,larry14@oz-store.com,Skilled Manual,Mr. Larry Townsend,Standard,1946
11135,Mr.,Marcus,Harris,3/11/1979,S,M,marcus14@oz-store.com,Clerical,Mr. Marcus Harris,Standard,1979
11136,Ms.,Brianna,Morgan,26/10/1978,S,F,brianna30@oz-store.com,Skilled Manual,Ms. Brianna Morgan,Standard,1978
11137,Ms.,Jasmine,Taylor,20/07/1978,M,F,jasmine7@oz-store.com,Skilled Manual,Ms. Jasmine Taylor,Standard,1978
11138,Ms.,Lauren,Davis,15/09/1978,M,F,lauren23@oz-store.com,Skilled Manual,Ms. Lauren Davis,Standard,1978
11139,Mrs.,Tanya,Moreno,9/11/1938,S,F,tanya2@oz-store.com,Clerical,Mrs. Tanya Moreno,Standard,1938
11140,Mr.,Javier,Alvarez,11/02/1977,S,M,javier1@oz-store.com,Clerical,Mr. Javier Alvarez,Standard,1977
11141,Ms.,Nicole,Ramirez,21/06/1977,M,F,nicole42@oz-store.com,Skilled Manual,Ms. Nicole Ramirez,Standard,1977
11142,Mr.,Eduardo,Patterson,14/08/1977,S,M,eduardo55@oz-store.com,Skilled Manual,Mr. Eduardo Patterson,Standard,1977
11143,Mr.,Jonathan,Henderson,4/02/1977,M,M,jonathan4@oz-store.com,Skilled Manual,Mr. Jonathan Henderson,Standard,1977
11144,Mr.,Edward,Hernandez,9/09/1979,S,M,edward48@oz-store.com,Skilled Manual,Mr. Edward Hernandez,Standard,1979
11145,Ms.,Jasmine,Coleman,8/12/1979,S,F,jasmine46@oz-store.com,Skilled Manual,Ms. Jasmine Coleman,Standard,1979
11146,Mrs.,Karla,Goel,26/08/1939,S,F,karla20@oz-store.com,Management,Mrs. Karla Goel,Standard,1939
11147,Mr.,Ernest,Wu,5/02/1939,M,M,ernest6@oz-store.com,Management,Mr. Ernest Wu,Standard,1939
11148,Mr.,Ross,Vazquez,16/08/1941,M,M,ross32@oz-store.com,Management,Mr. Ross Vazquez,Standard,1941
11149,Mr.,Theodore,Gill,20/04/1941,M,M,theodore14@oz-store.com,Management,Mr. Theodore Gill,Standard,1941
11150,Mr.,Russell,Shen,15/03/1941,S,M,russell6@oz-store.com,Management,Mr. Russell Shen,Standard,1941
11151,Mrs.,Melinda,Gill,25/02/1942,S,F,melinda9@oz-store.com,Management,Mrs. Melinda Gill,Standard,1942
11152,Mr.,James,Williams,10/01/1976,S,M,james77@oz-store.com,Skilled Manual,Mr. James Williams,Standard,1976
11153,Ms.,Angela,James,23/06/1976,M,F,angela34@oz-store.com,Skilled Manual,Ms. Angela James,Standard,1976
11154,Ms.,Megan,Walker,21/08/1976,S,F,megan25@oz-store.com,Skilled Manual,Ms. Megan Walker,Standard,1976
11155,Mr.,Hunter,Robinson,26/01/1976,S,M,hunter50@oz-store.com,Skilled Manual,Mr. Hunter Robinson,Standard,1976
11156,Ms.,Maria,Roberts,7/02/1976,S,F,maria47@oz-store.com,Skilled Manual,Ms. Maria Roberts,Standard,1976
11157,Ms.,Hannah,Long,11/06/1975,M,F,hannah32@oz-store.com,Skilled Manual,Ms. Hannah Long,Standard,1975
11158,Mr.,Jason,Wright,8/10/1975,S,M,jason46@oz-store.com,Skilled Manual,Mr. Jason Wright,Standard,1975
11159,Ms.,Brianna,Hughes,17/09/1975,S,F,brianna57@oz-store.com,Skilled Manual,Ms. Brianna Hughes,Standard,1975
11160,Mr.,Maurice,Tang,8/01/1974,S,M,maurice4@oz-store.com,Skilled Manual,Mr. Maurice Tang,Standard,1974
11161,Ms.,Emily,Wood,22/04/1974,S,F,emily27@oz-store.com,Skilled Manual,Ms. Emily Wood,Standard,1974
11162,Mr.,Chase,Cox,5/03/1974,S,M,chase10@oz-store.com,Skilled Manual,Mr. Chase Cox,Standard,1974
11163,Mr.,Gabriel,Wang,20/12/1974,M,M,gabriel21@oz-store.com,Skilled Manual,Mr. Gabriel Wang,Standard,1974
11164,Mr.,Devin,Brooks,5/05/1974,S,M,devin63@oz-store.com,Skilled Manual,Mr. Devin Brooks,Standard,1974
11165,Ms.,Jocelyn,Alexander,18/07/1973,M,F,jocelyn18@oz-store.com,Skilled Manual,Ms. Jocelyn Alexander,Standard,1973
11166,Ms.,Ashley,Martinez,24/04/1972,S,F,ashley18@oz-store.com,Skilled Manual,Ms. Ashley Martinez,Standard,1972
11167,Ms.,Jasmine,Barnes,1/08/1972,S,F,jasmine43@oz-store.com,Management,Ms. Jasmine Barnes,Standard,1972
11168,Mr.,David,Rodriguez,15/05/1968,S,M,david83@oz-store.com,Management,Mr. David Rodriguez,Standard,1968
11169,Mr.,Bryce,Richardson,22/06/1968,M,M,bryce8@oz-store.com,Management,Mr. Bryce Richardson,Standard,1968
11170,Mrs.,Carol,Howard,5/02/1968,M,F,carol5@oz-store.com,Management,Mrs. Carol Howard,Standard,1968
11171,Mr.,Jonathan,Hill,9/10/1967,S,M,jonathan43@oz-store.com,Management,Mr. Jonathan Hill,Standard,1967
11172,Mrs.,Gabrielle,Adams,21/11/1967,M,F,gabrielle58@oz-store.com,Management,Mrs. Gabrielle Adams,Standard,1967
11173,Ms.,Sarah,Thomas,1/09/1967,S,F,sarah13@oz-store.com,Management,Ms. Sarah Thomas,Standard,1967
11174,Mr.,Nicholas,Robinson,13/07/1967,M,M,nicholas19@oz-store.com,Management,Mr. Nicholas Robinson,Standard,1967
11175,Mr.,Luis,Wang,5/03/1963,S,M,luis24@oz-store.com,Skilled Manual,Mr. Luis Wang,Standard,1963
11176,Mr.,Mason,Roberts,25/01/1968,M,M,mason25@oz-store.com,Management,Mr. Mason Roberts,Standard,1968
11177,Mr.,Jose,Flores,4/07/1942,M,M,jose6@oz-store.com,Management,Mr. Jose Flores,Priority,1942
11178,Mr.,Nathan,Johnson,24/08/1943,M,M,nathan55@oz-store.com,Management,Mr. Nathan Johnson,Standard,1943
11179,Mrs.,Molly,Rodriguez,14/06/1943,M,F,molly18@oz-store.com,Management,Mrs. Molly Rodriguez,Priority,1943
11180,Mrs.,April,Anand,2/01/1943,M,F,april18@oz-store.com,Management,Mrs. April Anand,Priority,1943
11181,Mr.,Devin,Martin,8/08/1943,M,M,devin13@oz-store.com,Management,Mr. Devin Martin,Priority,1943
11182,Mrs.,Stephanie,Torres,25/08/1944,S,F,stephanie19@oz-store.com,Management,Mrs. Stephanie Torres,Standard,1944
11183,Mrs.,Jasmine,Lee,15/07/1944,S,F,jasmine19@oz-store.com,Management,Mrs. Jasmine Lee,Standard,1944
11184,Mrs.,Meghan,Hernandez,16/11/1944,S,F,meghan3@oz-store.com,Management,Mrs. Meghan Hernandez,Standard,1944
11185,Mrs.,Ashley,Henderson,8/10/1944,S,F,ashley31@oz-store.com,Management,Mrs. Ashley Henderson,Standard,1944
11186,Mrs.,Sarah,Price,21/05/1944,S,F,sarah25@oz-store.com,Management,Mrs. Sarah Price,Standard,1944
11187,Mrs.,Jennifer,Cooper,22/02/1944,M,F,jennifer63@oz-store.com,Management,Mrs. Jennifer Cooper,Standard,1944
11188,Mrs.,Catherine,Morris,6/09/1944,M,F,catherine16@oz-store.com,Management,Mrs. Catherine Morris,Standard,1944
11190,Mr.,Carson,Bryant,22/06/1944,M,M,carson17@oz-store.com,Management,Mr. Carson Bryant,Standard,1944
11191,Mrs.,Kristi,Perez,18/12/1945,S,F,kristi39@oz-store.com,Management,Mrs. Kristi Perez,Standard,1945
11192,Mr.,James,Brown,13/09/1945,M,M,james79@oz-store.com,Management,Mr. James Brown,Standard,1945
11193,Mr.,Ian,Gray,13/02/1945,M,M,ian72@oz-store.com,Management,Mr. Ian Gray,Standard,1945
11194,Mrs.,Jacqueline,Price,10/06/1945,M,F,jacqueline0@oz-store.com,Management,Mrs. Jacqueline Price,Standard,1945
11195,Mrs.,Megan,Henderson,10/02/1946,M,F,megan55@oz-store.com,Management,Mrs. Megan Henderson,Standard,1946
11196,Mr.,Alfredo,Romero,7/06/1946,M,M,alfredo10@oz-store.com,Management,Mr. Alfredo Romero,Standard,1946
11197,Mrs.,Andrea,Morris,18/06/1946,M,F,andrea18@oz-store.com,Management,Mrs. Andrea Morris,Standard,1946
11198,Mrs.,Brooke,Sanders,26/11/1946,S,F,brooke3@oz-store.com,Management,Mrs. Brooke Sanders,Standard,1946
11199,Mrs.,Jacqueline,Bennett,6/11/1946,M,F,jacqueline1@oz-store.com,Management,Mrs. Jacqueline Bennett,Standard,1946
11200,Mr.,Jason,Griffin,22/11/1947,M,M,jason18@oz-store.com,Management,Mr. Jason Griffin,Standard,1947
11201,Mrs.,Amanda,Foster,18/08/1947,M,F,amanda37@oz-store.com,Management,Mrs. Amanda Foster,Standard,1947
11202,Mrs.,Alexia,Price,26/08/1947,M,F,alexia0@oz-store.com,Management,Mrs. Alexia Price,Standard,1947
11203,Mr.,Luis,Diaz,21/08/1948,M,M,luis21@oz-store.com,Professional,Mr. Luis Diaz,Standard,1948
11205,Mrs.,Abby,Fernandez,24/07/1948,M,F,abby13@oz-store.com,Professional,Mrs. Abby Fernandez,Standard,1948
11206,Mr.,Blake,Flores,24/09/1948,M,M,blake60@oz-store.com,Professional,Mr. Blake Flores,Standard,1948
11207,Mrs.,Danielle,Cox,19/07/1948,S,F,danielle12@oz-store.com,Professional,Mrs. Danielle Cox,Standard,1948
11208,Mrs.,Maria,Reed,4/02/1948,M,F,maria4@oz-store.com,Management,Mrs. Maria Reed,Standard,1948
11209,Mrs.,Allison,Evans,13/01/1948,M,F,allison21@oz-store.com,Management,Mrs. Allison Evans,Standard,1948
11210,Mr.,Edward,Wood,8/06/1948,M,M,edward50@oz-store.com,Professional,Mr. Edward Wood,Standard,1948
11211,Mrs.,Samantha,Russell,12/10/1949,M,F,samantha42@oz-store.com,Professional,Mrs. Samantha Russell,Standard,1949
11212,Mrs.,Chloe,Campbell,5/11/1949,M,F,chloe4@oz-store.com,Professional,Mrs. Chloe Campbell,Standard,1949
11213,Mrs.,Stephanie,Murphy,14/05/1949,S,F,stephanie11@oz-store.com,Professional,Mrs. Stephanie Murphy,Standard,1949
11214,Mr.,Charles,Miller,7/11/1949,S,M,charles9@oz-store.com,Professional,Mr. Charles Miller,Standard,1949
11215,Mrs.,Ana,Perry,21/06/1950,M,F,ana7@oz-store.com,Skilled Manual,Mrs. Ana Perry,Standard,1950
